Fatalities,PedFatalit,BikeFatali,MVOFatalit,MN,YR,NODEID,nodeX,nodeY,STREET1,STREET2
1,1,0,0,8,2015,24835,1000971.056,154076.8064,AVENUE Z,NOSTRAND AVENUE
1,1,0,0,8,2015,17492,994195.4719,166937.945,AVENUE J,EAST 12 STREET
1,1,0,0,8,2015,15623,985813.8354,190749.3436,ATLANTIC AVENUE,CLINTON STREET
1,1,0,0,8,2015,22676,992844.7955,214072.0161,2 AVENUE,EAST 49 STREET
1,0,0,1,9,2015,23449,993537.7271,222792.894,79 ST TRANSVERSE,EAST DRIVE
1,1,0,0,9,2015,48627,1010085.013,259829.1244,WEST 231 STREET,KINGSBRIDGE AVENUE
1,0,1,0,9,2015,4982,946856.2277,140142.3169,REDGRAVE AVENUE,HYLAN BOULEVARD
1,0,1,0,9,2015,60801,1041654.475,251190.0984,CITY IS BRIDGE,CITY ISLAND AVENUE
1,0,0,1,9,2015,30346,1016838.507,191478.8632,JACKIE ROBINSON PARKWAY,CYPRESS HILLS STREET
1,1,0,0,9,2015,14125,985125.7233,173999.8105,9 AVENUE,42 STREET
1,0,0,1,9,2015,53178,1028537.489,243494.8825,COMMERCE AVENUE,NEWBOLD AVENUE
1,0,0,1,9,2015,58228,1030056.141,261331.5853,BOSTON ROAD,MAROLLA PLACE
1,1,0,0,9,2015,57583,1033796.064,240113.9677,EAST TREMONT AVENUE,ROOSEVELT AVENUE
1,1,0,0,10,2015,43135,1008477.966,232471.9688,EAST 138 STREET,BRUCKNER BOULEVARD
1,1,0,0,10,2015,53110,1027583.242,245904.9269,EAST TREMONT AVENUE,LANE AVENUE
1,1,0,0,10,2015,16303,997341.1251,149453.6893,WEST END AVENUE,ORIENTAL BOULEVARD
1,0,0,1,10,2015,43774,1004689.401,243517.6387,WOODYCREST AVENUE,WEST 166 STREET
1,0,0,1,10,2015,47564,1016054.575,238969.403,EDGEWATER ROAD,BRUCKNER BOULEVARD
1,1,0,0,10,2015,32794,1029303.767,191199.0766,ATLANTIC AVENUE,108 STREET
1,1,0,0,10,2015,13098,989267.2111,150295.0262,STILLWELL AVENUE,NEPTUNE AVENUE
1,0,0,1,10,2015,32363,1023556.013,196374.3648,WOODHAVEN BOULEVARD,UNION TURNPIKE
1,0,1,0,10,2015,41029,1006281.008,203865.7967,48 STREET,56 ROAD
1,1,0,0,10,2015,37109,1041424.106,195841.7445,165 STREET,ARCHER AVENUE
1,0,0,1,10,2015,41944,1009318.164,219836.4006,23 ROAD,STEINWAY STREET
1,1,0,0,10,2015,3432,937703.1777,153892.5817,RICHMOND HILL ROAD,RICHMOND AVENUE
2,2,0,0,10,2015,2580,938924.4227,131925.3523,HAROLD AVENUE,HYLAN BOULEVARD
1,1,0,0,10,2015,24999,1002514.638,158247.4805,KNAPP STREET,GERRITSEN AVENUE
1,0,0,1,10,2015,58059,1033092.483,259916.3815,CO-OP CITY BOULEVARD,PEARTREE AVENUE
1,1,0,0,10,2015,27633,1004220.619,191604.2763,KOSSUTH PLACE,PATCHEN AVENUE
1,1,0,0,10,2015,32492,1025245.701,192030.5779,JAMAICA AVENUE,WOODHAVEN BOULEVARD
1,1,0,0,10,2015,55426,1030250.543,215182.6435,COLLEGE POINT BOULEVARD,40 ROAD
3,3,0,0,10,2015,52712,1023565.721,248026.839,BOGART AVENUE,MORRIS PARK AVENUE
1,1,0,0,10,2015,55568,1032077.269,213774.7694,MAIN STREET,BLOSSOM AVENUE
1,1,0,0,10,2015,10988,965888.7053,163012.4545,BAY STREET,HYLAN BOULEVARD
1,0,0,1,1,2015,52387,1020223.926,243676.1685,ROSEDALE AVENUE,CROSS BRONX EXPRESSWAY SR SOUTH
1,1,0,0,1,2015,60291,1043226.393,226763.2204,CROSS ISLAND PARKWAY SR SOUTH,ESTATES LANE
1,1,0,0,1,2015,37046,1040317.288,197701.1962,165 STREET,HILLSIDE AVENUE
1,1,0,0,1,2015,21394,987770.5277,212686.6777,WEST 35 STREET,AVENUE OF THE AMERICAS
1,0,0,1,1,2015,30810,1026114.059,151275.523,BEACH CHANNEL DRIVE,BEACH 127 STREET
1,0,0,1,1,2015,17928,991740.9197,171027.1987,OCEAN PARKWAY,DITMAS AVENUE
1,1,0,0,1,2015,23541,995390.6532,223287.3583,MADISON AVENUE,EAST 84 STREET
1,1,0,0,1,2015,22758,993443.167,217662.6451,LEXINGTON AVENUE,EAST 62 STREET
1,0,0,1,1,2015,47454,1014159.697,239740.225,WESTCHESTER AVENUE,SOUTHERN BOULEVARD
1,0,0,1,1,2015,37927,1050520.404,158020.2237,FAR ROCKAWAY BOULEVARD,ROCKAWAY FREEWAY
1,1,0,0,1,2015,61259,1054827.071,205098.9501,219 STREET,HILLSIDE AVENUE
1,0,1,0,1,2015,23131,998859.5866,214885.0391,VERNON BOULEVARD,41 AVENUE
1,1,0,0,1,2015,22798,994133.5068,214848.8975,1 AVENUE,EAST 54 STREET
1,1,0,0,1,2015,14181,987281.4244,172954.3041,40 STREET,12 AVENUE
1,1,0,0,1,2015,54580,1028370.334,261650.525,CRAWFORD AVENUE,BAYCHESTER AVENUE
1,0,0,1,2,2015,6080,942992.0654,169700.7348,GRANITE AVENUE,HOOKER PLACE
1,0,0,1,2,2015,11508,974228.5374,162450.0475,SHORE ROAD,3 AVENUE
1,1,0,0,2,2015,36454,1044545.196,182491.5747,NORTH CONDUIT AVENUE,CRANSTON STREET
1,1,0,0,2,2015,47860,1011147.574,246935.7581,WEBSTER AVENUE,CROSS BRONX EXPWY ET 2 B EB
1,1,0,0,2,2015,20485,984870.1595,200431.1678,CANAL STREET,MOTT STREET
1,1,0,0,2,2015,28991,1016879.993,175542.6618,PENNSYLVANIA AVENUE,TWIN PINES DRIVE
1,0,0,1,2,2015,21098,982382.8777,214158.3316,WEST 30 STREET,12 AVENUE
1,1,0,0,2,2015,44783,1009065.445,257811.261,BROADWAY,BROADWAY BRIDGE
1,1,0,0,2,2015,30111,1012151.617,198929.0546,METROPOLITAN AVENUE,62 STREET
1,1,0,0,2,2015,55504,1031825.058,214532.9007,MAIN STREET,MAPLE AVENUE
1,1,0,0,2,2015,17478,994296.7939,164282.9307,CONEY ISLAND AVENUE,AVENUE M
1,1,0,0,2,2015,29632,1017305.343,180767.9696,LINDEN BOULEVARD,ASHFORD STREET
1,1,0,0,2,2015,46606,1015044.275,210136.5811,WOODSIDE AVENUE,76 STREET
1,0,0,1,3,2015,7939,954565.664,154384.5223,FOUR CORNERS ROAD,NORTHENTRY ROAD
1,1,0,0,3,2015,46660,1014986.939,218123.3069,ASTORIA BOULEVARD,ASTORIA BOULEVARD RAMP
1,1,0,0,3,2015,28942,1015419.172,175815.2793,VANDALIA AVENUE,LOUISIANA AVENUE
1,1,0,0,3,2015,12782,984049.6165,157422.6757,21 AVENUE,CROPSEY AVENUE
1,1,0,0,3,2015,47384,1013847.184,237811.6954,BARRETTO STREET,SOUTHERN BOULEVARD
2,2,0,0,3,2015,44171,1008109.879,244858.0031,EAST 170 STREET,GRAND CONCOURSE
1,1,0,0,4,2015,49370,1010758.726,269686.8997,RIVERDALE AVENUE,WEST 259 STREET
1,0,0,1,4,2015,15286,981801.5731,199331.7408,CHURCH STREET,MURRAY STREET
1,0,0,1,4,2015,31859,1027275.552,187158.5339,94 STREET,LIBERTY AVENUE
1,0,0,1,4,2015,58451,1040237.793,200691.8956,168 STREET,GRAND CENTRAL PARKWAY
1,0,1,0,4,2015,34157,1037661.873,184243.8481,SUTTER AVENUE,131 STREET
1,1,0,0,4,2015,6267,944924.6797,166881.5082,DECKER AVENUE,FOREST AVENUE
2,0,0,2,4,2015,55307,1038442.593,209727.2282,BOOTH MEMORIAL AVENUE,164 STREET
1,0,0,1,4,2015,58453,1040219.542,200761.0129,168 STREET,GRAND CENTRAL PARKWAY SR NORTH
1,0,0,1,4,2015,7641,957131.8301,148696.7059,MASON AVENUE,MIDLAND AVENUE
1,1,0,0,4,2015,18976,997183.3104,187255.5514,BEDFORD AVENUE,FULTON STREET
1,1,0,0,4,2015,28841,1013603.694,176252.5731,GLENWOOD ROAD,EAST 108 STREET
1,0,1,0,4,2015,43859,1005429.33,240006.7599,GRAND CONCOURSE,EAST 158 STREET
1,0,0,1,4,2015,19752,997179.7179,194091.8369,LEE AVENUE,FLUSHING AVENUE
1,1,0,0,4,2015,36515,1044087.139,189408.1619,BEDELL STREET,BAISLEY PARK HOUSES PED PATH
1,0,0,1,11,2015,25296,1006202.754,153909.7529,GERRITSEN AVENUE,SEBA AVENUE
2,0,0,2,11,2015,9726,960401.2954,156386.9363,QUINTARD STREET,HYLAN BOULEVARD
1,1,0,0,11,2015,28911,1014932.441,178651.3859,PENNSYLVANIA AVENUE,STANLEY AVENUE
1,1,0,0,11,2015,17615,996076.5935,161202.0809,EAST 16 STREET,KINGS HIGHWAY
1,1,0,0,11,2015,21627,987524.5636,221533.8644,WEST 64 STREET,WEST END AVENUE
1,1,0,0,11,2015,31349,1021093.324,188117.8922,GRANT AVENUE,ATLANTIC AVENUE
1,0,0,1,11,2015,32717,1028480.192,192655.1141,JAMAICA AVENUE,107 STREET
1,1,0,0,11,2015,31214,1020295.816,182657.1029,LINDEN BOULEVARD,EUCLID AVENUE
1,1,0,0,11,2015,32607,1026077.815,199186.7936,71 AVENUE,KESSEL STREET
1,1,0,0,11,2015,47494,1015609.776,237677.7652,SENECA AVENUE,BRYANT AVENUE
1,1,0,0,11,2015,16162,989558.0012,199244.3394,MADISON STREET,JACKSON STREET
1,1,0,0,11,2015,23925,994920.8641,231167.7457,COLUMBUS AVENUE,WEST 109 STREET
1,1,0,0,11,2015,29150,1010331.069,186308.5454,SACKMAN STREET,FULTON STREET
1,1,0,0,11,2015,18409,998268.9316,172772.4544,AVENUE D,EAST 29 STREET
1,1,0,0,11,2015,34076,1036806.599,182096.4118,SOUTH CONDUIT AVENUE,130 STREET
1,1,0,0,11,2015,12822,985500.1025,155903.2168,CROPSEY AVENUE,BAY 35 STREET
1,1,0,0,11,2015,55419,1030328.883,214868.4187,COLLEGE POINT BOULEVARD,41 AVENUE
1,1,0,0,11,2015,55507,1031493.589,215553.0434,MAIN STREET,41 AVENUE
1,1,0,0,11,2015,18235,995865.9246,175182.1047,FLATBUSH AVENUE,ALBEMARLE ROAD
1,1,0,0,11,2015,10863,964296.9631,162731.9233,VIRGINIA AVENUE,TOMPKINS AVENUE
1,1,0,0,11,2015,17644,996480.8282,166379.0846,OCEAN AVENUE,AVENUE K
1,1,0,0,11,2015,40691,1001776.319,207326.9542,STARR AVENUE,VAN DAM STREET
1,1,0,0,11,2015,12835,985473.7475,157957.2153,BAY PARKWAY,BENSON AVENUE
1,0,0,1,1,2014,29630,1016919.921,188993.6286,HIGHLAND PARK GREENWAY,FORCE TUBE AVENUE
1,1,0,0,1,2014,13784,980154.8835,170246.0454,65 STREET,7 AVENUE
1,1,0,0,1,2014,10213,967085.1203,156535.896,LILY POND AVENUE,FR CAPODANNO BOULEVARD
1,1,0,0,1,2014,48533,1019887.257,245219.6625,EAST TREMONT AVENUE,VAN NEST AVENUE
1,1,0,0,1,2014,27334,1000194.443,195422.8346,GRAHAM AVENUE,VARET STREET
1,1,0,0,1,2014,23377,991804.3221,229256.4569,WEST END AVENUE,WEST 97 STREET
1,1,0,0,1,2014,49020,1016985.823,250197.3756,EAST 187 STREET,SOUTHERN BOULEVARD
1,0,0,1,1,2014,9514,957845.0571,173200.1599,CASSIDY PLACE,LAFAYETTE AVENUE
1,1,0,0,1,2014,37136,1041386.183,198879.3697,HIGHLAND AVENUE,169 STREET
1,1,0,0,1,2014,48836,1013073.4,254151.8097,GRAND CONCOURSE,EAST 192 STREET
2,2,0,0,1,2014,23415,992062.5795,228790.9755,BROADWAY,WEST 96 STREET
1,0,0,1,1,2014,18971,997290.0392,186556.6387,ATLANTIC AVENUE,BEDFORD AVENUE
1,0,0,1,1,2014,7208,950973.8703,149084.3298,RICHMOND ROAD,NEW DORP LANE
1,0,1,0,1,2014,24276,999342.3711,233575.1031,WEST 125 STREET,LENOX AVENUE
1,1,0,0,1,2014,45436,1013451.899,203918.6703,GRAND AVENUE,69 PLACE
1,0,0,1,1,2014,28716,1011240.198,176192.7786,EAST 101 STREET,FOSTER AVENUE
1,1,0,0,1,2014,29830,1019873.304,187658.5657,ATLANTIC AVENUE,CRESCENT STREET
1,1,0,0,2,2014,42547,1002380.036,232820.1647,3 AVE-E 128 STREET PED OVPS,3 AVENUE BRIDGE APPROACH
1,1,0,0,2,2014,26700,1000217.064,182188.4487,CARROLL STREET,KINGSTON AVENUE
1,1,0,0,2,2014,29233,1011024.575,185396.4606,EAST NEW YORK AVENUE,VAN SINDEREN AVENUE
1,0,0,1,2,2014,52379,1020480.392,242091.3587,WESTCHESTER AVENUE,ROSEDALE AVENUE
1,1,0,0,2,2014,46538,1014332.862,211390.9651,74 STREET,ROOSEVELT AVENUE
1,0,1,0,2,2014,18774,994760.9662,183084.7103,WASHINGTON AVENUE,CLASSON AVENUE
1,1,0,0,2,2014,19952,999799.6995,198551.6604,GRAHAM AVENUE,GRAND STREET
1,1,0,0,2,2014,34701,1033663.952,195048.505,JAMAICA AVENUE,131 STREET
1,1,0,0,3,2014,19811,997608.1488,199860.6997,BROOKLYN QUEENS EXPRESSWAY,UNION AVENUE
1,1,0,0,3,2014,16918,996820.8374,156064.6043,GRAVESEND NECK ROAD,EAST 16 STREET
1,1,0,0,3,2014,30151,1013406.703,193808.9963,60 LANE,75 AVENUE
1,0,0,1,3,2014,48888,1014368.636,252128.8974,EAST 188 STREET,3 AVENUE
1,0,0,1,3,2014,42436,1000681.696,232834.2089,MADISON AVENUE,EAST 125 STREET
1,1,0,0,3,2014,55464,1030806.723,219035.0767,LINDEN PLACE,32 AVENUE
1,0,0,1,3,2014,22142,996764.9254,206601.1715,MANHATTAN AVENUE,GREEN STREET
1,1,0,0,3,2014,41460,1002330.79,212885.3187,NORTHERN BOULEVARD,40 ROAD
1,1,0,0,3,2014,20725,986820.5427,205191.1907,EAST 8 STREET,COOPER SQUARE
1,1,0,0,3,2014,44902,1008693.93,261278.9378,NETHERLAND AVENUE,WEST 232 STREET
1,1,0,0,3,2014,20714,986805.4903,204632.8457,COOPER SQUARE,EAST 6 STREET
1,1,0,0,3,2014,17008,997411.0166,157603.1215,EAST 19 STREET,AVENUE U
1,0,0,1,3,2014,34878,1035215.185,193125.7693,ATLANTIC AVENUE,133 STREET
1,0,0,1,3,2014,27275,1009448.591,185083.8497,EASTERN PARKWAY,DEAN STREET
1,1,0,0,3,2014,18944,997851.3012,181158.6446,EMPIRE BOULEVARD,NOSTRAND AVENUE
1,1,0,0,3,2014,20565,984961.1698,209477.0188,WEST 19 STREET,7 AVENUE
4,0,0,4,4,2014,47026,1011703.488,223205.0979,19 AVENUE,37 STREET
1,0,0,1,4,2014,53815,1026463.018,252155.541,FISH AVENUE,PELHAM PARKWAY NORTH
1,0,1,0,4,2014,27156,1007533.696,189242.1419,WEIRFIELD STREET,BROADWAY
1,1,0,0,4,2014,31618,1024039.683,189223.9005,ATLANTIC AVENUE,85 STREET
1,0,0,1,4,2014,16311,997863.1909,149529.073,BEAUMONT STREET,ORIENTAL BOULEVARD
1,1,0,0,4,2014,21337,986465.0809,212194.615,7 AVENUE,WEST 31 STREET
1,1,0,0,4,2014,51955,1020838.069,239141.8567,STORY AVENUE,SOUNDVIEW AVENUE
1,1,0,0,4,2014,32713,1028979.414,191079.7334,ATLANTIC AVENUE,107 STREET
1,1,0,0,4,2014,41420,1001481.317,217853.2451,11 STREET,34 AVENUE
1,1,0,0,4,2014,20762,987931.0261,200117.5037,GRAND STREET,CLINTON STREET
1,1,0,0,4,2014,23704,998756.6242,221724.2643,YORK AVENUE,EAST 85 STREET
1,0,0,1,4,2014,27578,1003301.119,194885.9689,GEORGE STREET,CENTRAL AVENUE
1,0,0,1,4,2014,26635,1009882.976,173089.3041,GLENWOOD ROAD,REMSEN AVENUE
1,0,1,0,4,2014,23740,998862.313,227441.9034,EAST 104 STREET,LEXINGTON AVENUE
1,0,0,1,4,2014,10195,966200.4826,159815.3025,SCHOOL ROAD,LILY POND AVENUE
1,1,0,0,4,2014,26193,1003925.232,172378.9479,UTICA AVENUE,FOSTER AVENUE
1,1,0,0,5,2014,29601,1016068.646,186230.3271,ATLANTIC AVENUE,CLEVELAND STREET
1,1,0,0,5,2014,17402,993089.4374,162228.5519,OCEAN PARKWAY,AVENUE O
1,1,0,0,5,2014,14917,987020.106,184347.9525,7 STREET,3 AVENUE
1,1,0,0,5,2014,50385,1027497.921,202160.4291,71 AVENUE,QUEENS BOULEVARD
1,0,1,0,5,2014,31766,1026070.821,187726.6463,102 ROAD,ROCKAWAY BOULEVARD
1,0,0,1,5,2014,17399,993222.1274,161305.3779,OCEAN PARKWAY,AVENUE P
1,0,1,0,5,2014,40215,1057546.495,190077.4027,228 STREET,120 AVENUE
1,0,0,1,5,2014,26382,1006772.992,170445.9725,GLENWOOD ROAD,RALPH AVENUE
1,1,0,0,5,2014,21206,984487.4572,214192.3272,10 AVENUE,WEST 34 STREET
1,0,0,1,5,2014,23829,999433.05,227425.6896,EAST 105 STREET,3 AVENUE
1,0,0,1,5,2014,26327,1005082.412,174171.8509,CLARENDON ROAD,KINGS HIGHWAY
1,1,0,0,5,2014,23718,998511.8543,224300.3251,2 AVENUE,EAST 93 STREET
1,0,0,1,5,2014,49521,1012861.864,269499.0719,BROADWAY,WEST 259 STREET
1,0,0,1,5,2014,13293,982428.7241,163062.6283,81 STREET,15 AVENUE
1,1,0,0,5,2014,59189,1041749.444,211011.9927,PECK AVENUE,UTOPIA PARKWAY
2,0,0,2,5,2014,25714,1005769.025,161455.8005,FLATBUSH AVENUE,AVENUE U
1,1,0,0,5,2014,50958,1023153.514,213398.8577,38 AVENUE,108 STREET
1,1,0,0,5,2014,17474,994422.23,163414.0741,AVENUE N,CONEY ISLAND AVENUE
1,1,0,0,6,2014,25009,1003126.045,152135.9343,EMMONS AVENUE,BRIGHAM STREET
1,0,1,0,6,2014,51247,1027570.631,214803.7433,126 STREET,39 AVENUE
1,0,0,1,6,2014,22522,990886.4431,215157.6665,EAST 49 STREET,MADISON AVENUE
1,0,1,0,6,2014,39021,1053402.484,182162.9697,143 AVENUE,NORTH CONDUIT AVENUE
1,0,0,1,6,2014,48030,1013548.07,243478.0062,WILKINS AVENUE,BOSTON ROAD
1,0,0,1,6,2014,57408,1031748.483,242911.6491,EAST TREMONT AVENUE,BRUCKNER BOULEVARD
1,1,0,0,6,2014,27326,1000351.303,194574.8999,BROADWAY,FLUSHING AVENUE
1,0,0,1,6,2014,36365,1042593.087,189981.2415,LINDEN BOULEVARD,158 STREET
1,0,0,1,6,2014,8666,952808.243,166292.2344,BROADWAY,TYLER AVENUE
1,0,0,1,6,2014,38265,1052359.691,160292.6467,BEACH CHANNEL DRIVE,DIX AVENUE
1,1,0,0,6,2014,14404,982584.1536,184886.0319,LORRAINE STREET,HICKS STREET
1,1,0,0,6,2014,25268,1005245.18,155034.1634,FLORENCE AVENUE,GERRITSEN AVENUE
1,1,0,0,6,2014,50964,1023114.439,214881.5811,109 STREET,34 AVENUE
1,1,0,0,6,2014,4449,944104.9799,137455.7937,HYLAN BOULEVARD,CLEVELAND AVENUE
1,0,1,0,6,2014,27475,1002212.329,193214.0893,BROADWAY,JEFFERSON STREET
1,1,0,0,6,2014,34078,1036870.11,182368.6881,130 STREET,NORTH CONDUIT AVENUE
1,0,0,1,6,2014,61443,1057623.394,201155.061,JAMAICA AVENUE,SPRINGFIELD BOULEVARD
1,0,0,1,7,2014,41161,1008831.758,201467.4813,GRAND AVENUE,RUST STREET
1,1,0,0,7,2014,55161,1037447.136,200485.1342,82 DRIVE,PARSONS BOULEVARD
1,0,1,0,7,2014,36311,1042147.618,182340.8096,148 STREET,NORTH CONDUIT AVENUE
1,1,0,0,7,2014,20472,983690.4047,209040.3694,8 AVENUE,WEST 15 STREET
1,1,0,0,7,2014,8526,950047.2905,168552.6629,DELAFIELD AVENUE,CLOVE ROAD
1,1,0,0,7,2014,25619,1003572.517,166784.881,FLATLANDS AVENUE,SCHENECTADY AVENUE
1,1,0,0,7,2014,12980,987520.5676,156333.7212,BENSON AVENUE,BAY 40 STREET
1,0,0,1,7,2014,27980,1008250.066,197107.9657,ONDERDONK AVENUE,STANHOPE STREET
1,1,0,0,7,2014,10183,966178.6293,158318.084,NARROWS ROAD SOUTH,LILY POND AVENUE
1,0,0,1,7,2014,38089,1054484.096,156357.3694,SEAGIRT BOULEVARD,BEACH 13 STREET
1,1,0,0,7,2014,18688,992354.7735,185145.5097,FLATBUSH AVENUE,GRAND ARMY PLAZA OVAL
1,1,0,0,7,2014,23362,991531.9569,228764.7125,WEST END AVENUE,WEST 95 STREET
1,0,1,0,7,2014,23974,995178.8065,230725.8503,WEST 108 STREET,MANHATTAN AVENUE
1,1,0,0,7,2014,46835,1018987.485,212041.7544,92 STREET,ROOSEVELT AVENUE
1,1,0,0,7,2014,15945,988494.0237,190381.0504,LIVINGSTON STREET,ELM PLACE
2,0,0,2,7,2014,26197,1003855.639,173231.1309,UTICA AVENUE,AVENUE D
1,0,0,1,7,2014,31783,1026935.169,188600.9785,101 AVENUE,WOODHAVEN BOULEVARD
1,0,0,1,7,2014,48849,1013442.519,256523.3341,PAUL AVENUE,JEROME AVENUE
1,0,0,1,7,2014,37727,1048949.019,195607.5061,LIBERTY AVENUE,109 ROAD
1,1,0,0,7,2014,56770,1039821.626,224607.2962,17 AVENUE,WILLETS POINT BOULEVARD
1,1,0,0,7,2014,27335,1000160.916,195681.7448,GRAHAM AVENUE,MOORE STREET
1,1,0,0,7,2014,17419,993892.8806,165115.4717,EAST 10 STREET,AVENUE L
1,0,0,1,7,2014,23665,997839.1638,225592.6407,EAST 96 STREET,LEXINGTON AVENUE
1,1,0,0,7,2014,13277,982476.9917,160043.1199,RUTHERFORD PLACE,BAY 16 STREET
1,1,0,0,8,2014,15808,987080.6899,197982.7015,SOUTH STREET,RUTGERS SLIP
1,1,0,0,8,2014,23386,992822.1613,221054.9874,TERRACE DRIVE,EAST DRIVE
1,0,1,0,8,2014,50590,1029674.078,204178.6964,69 ROAD,JEWEL AVENUE
1,1,0,0,8,2014,22094,996508.4922,200029.1279,NORTH 6 STREET,ROEBLING STREET
1,0,0,1,8,2014,41947,1009426.153,219547.8808,ASTORIA BOULEVARD NORTH,41 STREET
1,1,0,0,8,2014,50035,1023605.54,206846.0398,99 STREET,62 ROAD
1,1,0,0,8,2014,30037,1011571.602,200020.8438,60 DRIVE,FRESH POND ROAD
1,1,0,0,8,2014,35296,1039415.393,193792.0081,LIBERTY AVENUE,TUCKERTON STREET
1,0,1,0,8,2014,23748,998939.5733,228642.3079,EAST 108 STREET,PARK AVENUE
1,0,0,1,8,2014,26756,1001821.933,183054.133,TROY AVENUE,EASTERN PARKWAY
1,1,0,0,8,2014,17337,992846.0589,161245.2763,EAST 5 STREET,AVENUE P
1,1,0,0,8,2014,57362,1030592.747,247851.4978,WESTCHESTER AVENUE,EDISON AVENUE
1,0,1,0,8,2014,55648,1033274.842,217550.5029,PARSONS BOULEVARD,37 AVENUE
1,0,1,0,8,2014,17261,991860.9559,160304.3825,MC DONALD AVENUE,QUENTIN ROAD
1,1,0,0,8,2014,23490,994740.1165,222113.4597,MADISON AVENUE,EAST 79 STREET
1,1,0,0,9,2014,23257,990508.2155,220369.8149,65 ST TRANSVERSE,WEST DRIVE
1,0,0,1,9,2014,78955,1017422.731,265536.7246,EAST 233 STREET,MAJOR DEEGAN EP NB EN E 233 ST
1,1,0,0,9,2014,49231,1019609.282,251309.4994,BRONX RVR PY NB EN PELHAM PY WB,PELHAM PARKWAY
1,0,0,1,9,2014,59062,1048275.07,208051.4737,CLEARVIEW EXPRESSWAY ET 3 SB,73 AVENUE
2,0,0,2,9,2014,36896,1049787.941,182405.3285,BELT PARKWAY SB ENTRANCE 181 ST,181 STREET
1,0,0,1,9,2014,11435,973263.2966,164615.4431,SHORE ROAD,93 STREET
1,1,0,0,9,2014,18930,996898.6522,189127.7655,BEDFORD AVENUE,GATES AVENUE
1,1,0,0,9,2014,23293,990898.6183,227620.0888,WEST 90 STREET,WEST END AVENUE
1,0,1,0,9,2014,19615,995355.3088,198237.9307,SOUTH 4 STREET,ROEBLING STREET
1,1,0,0,9,2014,46660,1014986.939,218123.3069,ASTORIA BOULEVARD,ASTORIA BOULEVARD RAMP
1,1,0,0,9,2014,23668,997206.7224,226564.1755,EAST 98 STREET,MADISON AVENUE
1,1,0,0,9,2014,20582,985644.4952,201820.4629,ELIZABETH STREET,KENMARE STREET
1,1,0,0,9,2014,52565,1022808.206,241123.2832,WHITE PLAINS ROAD,WATSON AVENUE
1,1,0,0,9,2014,42071,1001478.768,229652.6799,2 AVENUE,EAST 116 STREET
1,1,0,0,9,2014,20927,988029.438,208946.1898,EAST 23 STREET,PARK AVENUE SOUTH
1,0,0,1,9,2014,29669,1017225.599,185362.3764,GLENMORE AVENUE,SHEPHERD AVENUE
1,0,0,1,9,2014,53873,1027501.763,250698.4343,EASTCHESTER ROAD,SEMINOLE STREET
1,0,0,1,9,2014,47421,1014347.18,235987.3453,TIFFANY STREET,BURNETT PLACE
1,1,0,0,9,2014,36093,1048983.553,178289.2508,RAMP,ROCKAWAY BOULEVARD
1,0,0,1,9,2014,17012,997625.0779,158472.6867,OCEAN AVENUE,AVENUE T
1,1,0,0,9,2014,20736,986156.7711,207673.0854,EAST 15 STREET,5 AVENUE
1,1,0,0,9,2014,18423,998412.9831,174319.3706,NOSTRAND AVENUE,BEVERLY ROAD
1,0,0,1,9,2014,30345,1016784.927,191528.0327,JACKIE ROBINSON PKWY ET 3 WB,CYPRESS HILLS STREET
1,1,0,0,9,2014,18977,997142.674,187525.8953,HALSEY STREET,BEDFORD AVENUE
1,0,0,1,10,2014,48716,1011764.492,260047.3622,BAILEY PLACE,BAILEY AVENUE
1,1,0,0,10,2014,32181,1020244.535,197694.4068,COOPER AVENUE,69 ROAD
1,1,0,0,10,2014,13183,980998.2319,162512.4979,14 AVENUE,86 STREET
1,1,0,0,10,2014,28830,1013065.112,174856.8003,FLATLANDS AVENUE,EAST 103 STREET
1,1,0,0,10,2014,27962,1008918.487,194147.4011,PALMETTO STREET,WYCKOFF AVENUE
1,1,0,0,10,2014,42997,1006742.326,236129.1958,WILLIS AVENUE,EAST 147 STREET
1,1,0,0,10,2014,18574,990502.1755,188495.9229,FLATBUSH AVENUE,ATLANTIC AVENUE
1,0,1,0,10,2014,23151,998892.9756,217903.2844,MAIN STREET,RIVER ROAD
1,1,0,0,10,2014,41530,1003601.756,213262.6834,NORTHERN BOULEVARD,34 STREET
1,1,0,0,10,2014,20566,985086.14,200331.5715,ELIZABETH STREET,CANAL STREET
1,1,0,0,10,2014,13571,986975.7163,164842.7852,65 STREET,18 AVENUE
1,1,0,0,10,2014,48680,1011536.359,255992.8099,EAMES PLACE,CLAFLIN AVENUE
1,1,0,0,10,2014,20479,984262.1391,200869.5101,CANAL STREET,CENTRE STREET
1,1,0,0,10,2014,25859,1007160.948,165720.9101,RALPH AVENUE,AVENUE M
1,1,0,0,10,2014,23722,998281.3922,225347.9673,EAST 96 STREET,3 AVENUE
1,1,0,0,10,2014,27134,1007465.527,186511.4456,SARATOGA AVENUE,FULTON STREET
1,1,0,0,10,2014,39608,1050144.171,191359.0635,LINDEN BOULEVARD,FARMERS BOULEVARD
1,1,0,0,11,2014,45716,1015954.706,208289.4424,ALBION AVENUE,QUEENS BOULEVARD
1,1,0,0,11,2014,55526,1031855.688,217647.7665,NORTHERN BOULEVARD,UNION STREET
1,0,0,1,11,2014,36094,1048800.968,178418.9323,150 ROAD,GUY R BREWER BOULEVARD
