:@computed_region_92fq_4b7q,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_sbqj_enih,:@computed_region_yeji_bk3q,borough,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,cross_street_name,date,latitude,location,location_address,location_city,location_state,location_zip,longitude,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_persons_injured,number_of_persons_killed,off_street_name,on_street_name,time,unique_key,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,zip_code
38,17619,14,50,2,,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,,2017-09-15T00:00:00.000,40.679615,POINT (-73.98661 40.679615),,,,,-73.98661,0,0,0,0,0,0,0,0,,SACKETT STREET                  ,10:08,3752223,TAXI,SPORT UTILITY / STATION WAGON,,,,
5,14784,66,68,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.733536,POINT (-73.87035 40.733536),,,,,-73.87035,0,0,0,0,0,0,0,0,QUEENS BOULEVARD,WOODHAVEN BOULEVARD             ,8:30,3752282,PICK-UP TRUCK,PASSENGER VEHICLE,,,,11373
34,15310,54,62,3,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.70934,POINT (-73.910286 40.70934),,,,,-73.910286,0,0,0,0,0,0,0,0,,FAIRVIEW AVENUE                 ,23:15,3752313,PASSENGER VEHICLE,,,,,
35,10932,49,23,5,,Unsafe Lane Changing,Cell Phone (hand-held),,,,,2017-09-15T00:00:00.000,40.81073,POINT (-73.91738 40.81073),,,,,-73.91738,0,0,1,0,0,0,1,0,,BROOK AVENUE                    ,20:05,3752365,PASSENGER VEHICLE,TAXI,,,,
20,14191,22,67,3,,Following Too Closely,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.787785,POINT (-73.83825 40.787785),,,,,-73.83825,0,0,0,0,0,0,0,0,,11 AVENUE                       ,18:10,3751454,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
36,12427,18,20,4,,Passenger Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.814632,POINT (-73.9442 40.814632),,,,,-73.9442,0,0,0,0,0,0,0,0,,7 AVENUE                        ,1:17,3750482,TAXI,PASSENGER VEHICLE,,,,
45,18184,21,35,2,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.580658,POINT (-73.985664 40.580658),,,,,-73.985664,0,0,1,0,0,0,1,0,,CROPSEY AVENUE                  ,15:40,3751302,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
8,13827,5,42,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.636024,POINT (-73.89506 40.636024),,,,,-73.89506,0,0,0,0,0,0,0,0,,EAST 95 STREET                  ,0:00,3751286,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
43,12343,8,24,5,,Following Too Closely,Following Too Closely,Unspecified,,,,2017-09-15T00:00:00.000,40.820137,POINT (-73.89029 40.820137),,,,,-73.89029,0,0,0,0,0,0,0,0,,,16:37,3751261,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
32,11728,56,2,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,1         CENTRE STREET                 ,2017-09-15T00:00:00.000,40.71299,POINT (-74.00418 40.71299),,,,,-74.00418,0,0,0,0,0,0,0,0,,,13:00,3751242,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,10007
,,,,,,Backing Unsafely,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,COLUMBIA STREET,1 BEARD STREET                  ,5:05,3751217,,,,,,
46,24012,46,60,3,,Backing Unsafely,Unspecified,,,,,2017-09-15T00:00:00.000,40.685513,POINT (-73.84162 40.685513),,,,,-73.84162,0,0,0,0,0,0,0,0,,101 STREET                      ,20:00,3751210,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
30,17213,36,56,2,BROOKLYN,Other Vehicular,,,,,,2017-09-15T00:00:00.000,40.706367,POINT (-73.9336 40.706367),,,,,-73.9336,0,0,0,0,0,0,0,0,MC KIBBIN STREET,BOGART STREET                   ,16:00,3751194,SPORT UTILITY / STATION WAGON,,,,,11206
9,10699,15,77,1,STATEN ISLAND,Backing Unsafely,Unspecified,,,,262       ARDEN AVENUE                  ,2017-09-15T00:00:00.000,40.55231,POINT (-74.19095 40.55231),,,,,-74.19095,0,0,0,0,0,0,0,0,,,20:36,3751185,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10312
20,14195,22,67,3,QUEENS,Backing Unsafely,Unspecified,,,,210-31    26 AVENUE                     ,2017-09-15T00:00:00.000,40.777534,POINT (-73.77993 40.777534),,,,,-73.77993,0,0,0,0,0,0,0,0,,,21:00,3751135,PASSENGER VEHICLE,,,,,11360
43,12343,8,24,5,BRONX,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,836       FAILE STREET                  ,2017-09-15T00:00:00.000,40.818085,POINT (-73.88742 40.818085),,,,,-73.88742,0,0,0,0,0,0,0,0,,,22:20,3751109,PASSENGER VEHICLE,,,,,10474
34,14788,53,66,3,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.729923,POINT (-73.91208 40.729923),,,,,-73.91208,0,0,0,0,0,0,0,0,,,22:17,3751097,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,
24,24340,25,65,3,QUEENS,View Obstructed/Limited,Unspecified,,,,181-53    TUDOR ROAD                    ,2017-09-15T00:00:00.000,40.72319,POINT (-73.78691 40.72319),,,,,-73.78691,0,0,0,0,0,0,0,0,,,15:48,3751086,SPORT UTILITY / STATION WAGON,,,,,11432
21,14510,66,68,3,,Following Too Closely,Backing Unsafely,,,,,2017-09-15T00:00:00.000,40.737682,POINT (-73.85206 40.737682),,,,,-73.85206,0,0,0,0,0,0,0,0,HORACE HARDING EXPRESSWAY,108 STREET                      ,18:16,3751078,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
41,24016,62,64,3,QUEENS,Other Vehicular,,,,,,2017-09-15T00:00:00.000,40.674175,POINT (-73.81975 40.674175),,,,,-73.81975,0,0,0,0,0,0,0,0,SUTTER AVENUE,LEFFERTS BOULEVARD              ,11:44,3751073,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,11420
,,,,,QUEENS,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,PRINCE STREET,NORTHERN BOULEVARD              ,18:30,3751057,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11354
10,12081,12,10,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,,,,553       WEST 51 STREET                ,2017-09-15T00:00:00.000,40.76604,POINT (-73.993065 40.76604),,,,,-73.993065,0,0,0,0,0,0,0,0,,,16:00,3751052,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10019
18,16867,1,37,2,,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.609886,POINT (-73.98556 40.609886),,,,,-73.98556,0,0,0,0,0,0,0,0,,72 STREET                       ,11:00,3751022,PICK-UP TRUCK,PASSENGER VEHICLE,,,,
,,,,,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,24 AVENUE,64th St                         ,14:45,3751020,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11204
16,14508,25,65,3,,Following Too Closely,Following Too Closely,Unspecified,,,,2017-09-15T00:00:00.000,40.722343,POINT (-73.77717 40.722343),,,,,-73.77717,0,0,3,0,0,0,3,0,,,21:45,3751004,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
51,12419,71,9,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.75895,POINT (-73.96849 40.75895),,,,,-73.96849,0,0,0,0,0,0,0,0,3 AVENUE,EAST 55 STREET                  ,19:50,3750992,SPORT UTILITY / STATION WAGON,,,,,10022
14,10693,15,76,1,STATEN ISLAND,Fell Asleep,,,,,,2017-09-15T00:00:00.000,40.564835,POINT (-74.12278 40.564835),,,,,-74.12278,0,0,1,0,0,0,1,0,LEEDS STREET,OAK AVENUE                      ,7:45,3750978,SPORT UTILITY / STATION WAGON,,,,,10306
45,17616,1,37,2,,Driver Inattention/Distraction,,,,,,2017-09-15T00:00:00.000,40.598553,POINT (-73.997345 40.598553),,,,,-73.997345,0,0,0,0,1,0,1,0,,BATH AVENUE                     ,23:40,3750968,SPORT UTILITY / STATION WAGON,,,,,
47,24669,41,71,3,QUEENS,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.67091,POINT (-73.771 40.67091),,,,,-73.771,0,0,0,0,0,0,0,0,169 STREET,140 AVENUE                      ,23:30,3750953,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11434
7,13515,9,45,2,,Passenger Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.667084,POINT (-73.99594 40.667084),,,,,-73.99594,0,0,0,0,0,0,0,0,,,23:05,3750951,PICK-UP TRUCK,PASSENGER VEHICLE,,,,
51,12079,71,9,4,MANHATTAN,Failure to Yield Right-of-Way,Unspecified,,,,700       3 AVENUE                      ,2017-09-15T00:00:00.000,40.751976,POINT (-73.97359 40.751976),,,,,-73.97359,0,0,0,0,0,0,0,0,,,14:30,3750924,SPORT UTILITY / STATION WAGON,,,,,10017
6,15312,41,71,3,QUEENS,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.69733,POINT (-73.76202 40.69733),,,,,-73.76202,0,0,1,0,0,0,1,0,114 ROAD,FARMERS BOULEVARD               ,4:59,3750936,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11412
24,14509,25,65,3,,Driver Inattention/Distraction,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.73859,POINT (-73.81838 40.73859),,,,,-73.81838,0,0,0,0,0,0,0,0,,REEVES AVENUE                   ,10:00,3750911,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10,12074,12,7,4,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.73986,POINT (-73.995026 40.73986),,,,,-73.995026,0,0,0,0,0,0,0,0,WEST 18 STREET,AVENUE OF THE AMERICAS          ,2:00,3750180,TAXI,TAXI,,,,10011
22,11271,59,32,5,,Driver Inattention/Distraction,Unsafe Speed,,,,,2017-09-15T00:00:00.000,40.84889,POINT (-73.867455 40.84889),,,,,-73.867455,1,0,0,0,0,0,1,0,,WHITE PLAINS ROAD               ,7:23,3750877,SPORT UTILITY / STATION WAGON,BICYCLE,,,,
4,16862,39,72,3,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.768684,POINT (-73.90562 40.768684),,,,,-73.90562,0,0,0,0,0,0,0,0,45 STREET,ASTORIA BOULEVARD               ,12:58,3750874,,,,,,
,,,,,MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,256       WEST 52 STREET                ,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,1:55,3750167,SPORT UTILITY / STATION WAGON,,,,,10019
,,,,,,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,LONG ISLAND EXPRESSWAY          ,0:00,3750164,SPORT UTILITY / STATION WAGON,,,,,
3,13832,22,67,3,QUEENS,Backing Unsafely,Unspecified,,,,40-19     MAIN STREET                   ,2017-09-15T00:00:00.000,40.759056,POINT (-73.82989 40.759056),,,,,-73.82989,0,0,0,0,0,0,0,0,,,18:00,3750833,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,11354
20,14193,22,67,3,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.764534,POINT (-73.79588 40.764534),,,,,-73.79588,0,0,0,0,0,0,0,0,,170 STREET                      ,12:30,3750823,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,
27,17617,9,45,2,,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.659206,POINT (-73.98139 40.659206),,,,,-73.98139,0,0,0,0,0,0,0,0,,PROSPECT PARK WEST              ,15:00,3750811,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,,,,,QUEENS,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,PRINCE STREET,NORTHERN BOULEVARD              ,2:00,3750166,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11354
,,,,,,Unspecified,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,1,0,0,0,1,0,CONEY ISLAND AVE,PARKSIDE AVE                    ,11:45,3750794,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
25,17614,55,46,2,,Unspecified,,,,,,2017-09-15T00:00:00.000,40.657383,POINT (-73.911514 40.657383),,,,,-73.911514,0,0,1,0,0,0,1,0,,LOTT AVENUE                     ,23:40,3751270,SPORT UTILITY / STATION WAGON,,,,,
37,17214,42,53,2,BROOKLYN,Oversized Vehicle,Oversized Vehicle,,,,1717      BROADWAY                      ,2017-09-15T00:00:00.000,40.68345,POINT (-73.9114 40.68345),,,,,-73.9114,0,0,2,0,0,0,2,0,,,15:00,3750779,PASSENGER VEHICLE,,,,,11207
12,11270,59,32,5,BRONX,Passing or Lane Usage Improper,Unspecified,,,,2513      EAST TREMONT AVENUE           ,2017-09-15T00:00:00.000,40.842823,POINT (-73.8503 40.842823),,,,,-73.8503,0,0,0,0,0,0,0,0,,,7:45,3750773,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10461
42,10930,50,27,5,,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.843822,POINT (-73.9275 40.843822),,,,,-73.9275,0,0,1,0,0,0,1,0,,,1:43,3750767,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
29,11606,24,34,5,BRONX,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.862534,POINT (-73.89708 40.862534),,,,,-73.89708,1,0,0,0,0,0,1,0,GRAND CONCOURSE,EAST FORDHAM ROAD               ,11:15,3751362,PASSENGER VEHICLE,BICYCLE,,,,10468
10,12080,12,8,4,MANHATTAN,Driver Inattention/Distraction,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.756565,POINT (-73.99028 40.756565),,,,,-73.99028,0,0,0,0,0,0,0,0,WEST 41 STREET,8 AVENUE                        ,13:35,3751481,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10036
33,16858,39,72,3,,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,,2017-09-15T00:00:00.000,40.753857,POINT (-73.91764 40.753857),,,,,-73.91764,0,0,0,0,0,0,0,0,,NORTHERN BOULEVARD              ,16:30,3751501,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
17,13516,55,46,2,BROOKLYN,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.67392,POINT (-73.91012 40.67392),,,,,-73.91012,0,0,0,0,0,0,0,0,BERGEN STREET,EASTERN PARKWAY                 ,14:50,3751516,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,11233
11,17620,60,43,2,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.6442,POINT (-73.96595 40.6442),,,,,-73.96595,0,0,0,0,0,0,0,0,,RUGBY ROAD                      ,19:30,3751523,SPORT UTILITY / STATION WAGON,,,,,
11,13510,60,43,2,BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,115       PARKSIDE AVENUE               ,2017-09-15T00:00:00.000,40.6535,POINT (-73.9654 40.6535),,,,,-73.9654,0,0,0,0,0,0,0,0,,,16:30,3751536,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11226
22,10935,35,31,5,BRONX,Unspecified,,,,,,2017-09-15T00:00:00.000,40.846657,POINT (-73.89619 40.846657),,,,,-73.89619,0,0,0,0,1,0,1,0,EAST TREMONT AVENUE,3 AVENUE                        ,12:30,3751572,SPORT UTILITY / STATION WAGON,,,,,10457
2,11275,29,30,5,BRONX,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.89285,POINT (-73.85567 40.89285),,,,,-73.85567,0,0,0,0,0,0,0,0,EAST 233 STREET,BYRON AVENUE                    ,19:16,3751600,PASSENGER VEHICLE,,,,,10466
2,11275,29,30,5,BRONX,Traffic Control Disregarded,Traffic Control Disregarded,,,,,2017-09-15T00:00:00.000,40.897068,POINT (-73.843376 40.897068),,,,,-73.843376,0,0,0,0,0,0,0,0,WILDER AVENUE,PITMAN AVENUE                   ,11:00,3751608,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10466
49,17618,69,51,2,,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,,2017-09-15T00:00:00.000,40.68067,POINT (-73.949615 40.68067),,,,,-73.949615,0,0,0,0,0,0,0,0,,NOSTRAND AVENUE                 ,18:25,3751619,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,
29,10931,6,29,5,BRONX,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.85573,POINT (-73.910416 40.85573),,,,,-73.910416,0,0,0,0,0,0,0,0,UNIVERSITY AVENUE,WEST 180 STREET                 ,11:00,3751659,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,,10453
17,13516,69,52,2,,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.67723,POINT (-73.92179 40.67723),,,,,-73.92179,0,0,1,0,0,0,1,0,,RALPH AVENUE                    ,20:05,3751713,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,,
32,11723,70,4,4,MANHATTAN,Driver Inexperience,Unspecified,,,,125       HENRY STREET                  ,2017-09-15T00:00:00.000,40.713295,POINT (-73.99128 40.713295),,,,,-73.99128,0,0,0,0,0,0,0,0,,,0:30,3751747,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,,10002
50,11723,70,4,4,MANHATTAN,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.719456,POINT (-73.98193 40.719456),,,,,-73.98193,0,0,1,0,0,0,1,0,STANTON STREET,PITT STREET                     ,3:00,3751750,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10002
14,10700,30,75,1,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.590023,POINT (-74.19356 40.590023),,,,,-74.19356,0,0,0,0,0,0,0,0,,,19:00,3751754,PASSENGER VEHICLE,,,,,
8,13512,32,36,2,BROOKLYN,Failure to Yield Right-of-Way,Unspecified,,,,3245      NOSTRAND AVENUE               ,2017-09-15T00:00:00.000,40.604713,POINT (-73.942696 40.604713),,,,,-73.942696,0,0,0,0,0,0,0,0,,,10:00,3751769,PASSENGER VEHICLE,,,,,11229
15,13512,32,36,2,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.608097,POINT (-73.95622 40.608097),,,,,-73.95622,1,0,0,0,0,0,1,0,,EAST 17 STREET                  ,20:29,3751773,BICYCLE,SPORT UTILITY / STATION WAGON,,,,
15,13826,32,36,2,,Passing or Lane Usage Improper,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.585136,POINT (-73.945564 40.585136),,,,,-73.945564,0,0,0,0,0,0,0,0,,SHORE PARKWAY                   ,16:20,3751788,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
42,10934,50,27,5,,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,,2017-09-15T00:00:00.000,40.830738,POINT (-73.9105 40.830738),,,,,-73.9105,0,0,0,0,1,0,1,0,,EAST 167 STREET                 ,17:05,3751806,PASSENGER VEHICLE,,,,,
18,13513,60,43,2,BROOKLYN,Glare,Unspecified,,,,,2017-09-15T00:00:00.000,40.625282,POINT (-73.96047 40.625282),,,,,-73.96047,0,0,2,0,0,0,2,0,AVENUE J,EAST 16 STREET                  ,10:00,3751830,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11230
,,,,,,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,2017-09-15T00:00:00.000,,,,,,,,1,0,0,0,0,0,1,0,VANWYCK EXPRESSWAY,JAMAICA AVENUE                  ,14:00,3751869,PASSENGER VEHICLE,BICYCLE,,,,
34,24017,46,60,3,QUEENS,Driver Inattention/Distraction,Unspecified,,,,,2017-09-15T00:00:00.000,40.693516,POINT (-73.86387 40.693516),,,,,-73.86387,0,0,0,0,0,0,0,0,79 STREET,86 AVENUE                       ,14:45,3751878,PASSENGER VEHICLE,,,,,11421
32,12076,56,1,4,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.723698,POINT (-74.00792 40.723698),,,,,-74.00792,0,0,0,0,0,0,0,0,HUDSON STREET,CANAL STREET                    ,19:30,3751896,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
13,10371,4,75,1,,Steering Failure,Unspecified,Unspecified,,,,2017-09-15T00:00:00.000,40.635876,POINT (-74.16751 40.635876),,,,,-74.16751,0,0,0,0,0,0,0,0,ARLINGTON PLACE,ARLINGTON AVENUE                ,19:35,3751952,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
46,24670,41,61,3,QUEENS,Unspecified,Unspecified,,,,145-14    105 AVENUE                    ,2017-09-15T00:00:00.000,40.693077,POINT (-73.80673 40.693077),,,,,-73.80673,0,0,0,0,0,0,0,0,,,7:40,3751986,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11435
43,11610,58,26,5,BRONX,Backing Unsafely,Unspecified,,,,,2017-09-15T00:00:00.000,40.831043,POINT (-73.88071 40.831043),,,,,-73.88071,0,0,0,0,0,0,0,0,EAST 172 STREET,WHEELER AVENUE                  ,8:00,3752024,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,10472
,,,,,,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,NOBLE AVENUE,CROSS BRONX EXPWY SERVICE ROAD  ,8:00,3752032,PASSENGER VEHICLE,,,,,
43,11611,58,26,5,,Following Too Closely,Unspecified,,,,,2017-09-15T00:00:00.000,40.82304,POINT (-73.88193 40.82304),,,,,-73.88193,0,0,0,0,0,0,0,0,,,19:15,3752073,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
25,17214,45,47,2,,Failure to Yield Right-of-Way,Unspecified,,,,,2017-09-15T00:00:00.000,40.665867,POINT (-73.88576 40.665867),,,,,-73.88576,0,0,2,0,0,0,2,0,,BARBEY STREET                   ,22:48,3752090,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
25,17214,45,47,2,BROOKLYN,Other Vehicular,,,,,,2017-09-15T00:00:00.000,40.660656,POINT (-73.885796 40.660656),,,,,-73.885796,0,0,0,0,0,0,0,0,LINDEN BOULEVARD,VAN SICLEN AVENUE               ,16:25,3752099,TAXI,PASSENGER VEHICLE,,,,11207
,,,,,,Driver Inexperience,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,19:12,3752138,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
19,12422,20,15,4,MANHATTAN,Unspecified,,,,,,2017-09-15T00:00:00.000,40.803566,POINT (-73.96715 40.803566),,,,,-73.96715,0,0,0,0,0,0,0,0,WEST 109 STREET,BROADWAY                        ,14:45,3752200,PASSENGER VEHICLE,,,,,10025
27,17617,14,50,2,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,40.66835,POINT (-73.99041 40.66835),,,,,-73.99041,0,0,0,0,0,0,0,0,,4 AVENUE                        ,9:50,3752220,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
10,12077,57,1,4,MANHATTAN,Passing or Lane Usage Improper,Unspecified,,,,,2017-09-15T00:00:00.000,40.729046,POINT (-74.01073 40.729046),,,,,-74.01073,0,0,0,0,0,0,0,0,WEST STREET,WEST HOUSTON STREET             ,20:00,3752237,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,10014
1,10090,23,11,4,MANHATTAN,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,40.764614,POINT (-73.95833 40.764614),,,,,-73.95833,0,0,0,0,0,0,0,0,EAST 67 STREET,1 AVENUE                        ,19:31,3752281,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,10065
21,14510,67,68,3,,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.74286,POINT (-73.846535 40.74286),,,,,-73.846535,0,0,0,0,0,0,0,0,,,18:00,3752288,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,
,,,,,,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,NORTHERN BOULEVARD              ,22:40,3752310,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,
,,,,,QUEENS,Unspecified,Unspecified,,,,5738      Xenia St                      ,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,,,20:00,3752320,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11368
35,10932,49,23,5,,,,,,,,2017-09-15T00:00:00.000,40.813313,POINT (-73.92288 40.813313),,,,,-73.92288,0,0,0,0,1,0,1,0,,3 AVENUE                        ,12:00,3752364,,,,,,
51,10092,23,11,4,MANHATTAN,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.774277,POINT (-73.959404 40.774277),,,,,-73.959404,0,0,0,0,0,0,0,0,EAST 78 STREET,LEXINGTON AVENUE                ,19:10,3752395,TAXI,PASSENGER VEHICLE,,,,10075
35,13093,7,16,4,,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.79737,POINT (-73.91981 40.79737),,,,,-73.91981,0,0,0,0,0,0,0,0,,,9:10,3752408,PASSENGER VEHICLE,,,,,
48,13829,16,49,2,,Unsafe Lane Changing,Unspecified,,,,,2017-09-15T00:00:00.000,40.681126,POINT (-73.96446 40.681126),,,,,-73.96446,0,0,0,0,0,0,0,0,WASHINGTON AVENUE,ATLANTIC AVENUE                 ,7:25,3750508,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
,,,,,QUEENS,Unspecified,Unspecified,,,,,2017-09-15T00:00:00.000,,,,,,,,0,0,0,0,0,0,0,0,ROCKAWAY BLVD,SOUTH CONDUIT AVE               ,19:30,3751353,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,11434
20,14192,22,67,3,,Traffic Control Disregarded,Unspecified,,,,,2017-09-15T00:00:00.000,40.79055,POINT (-73.804695 40.79055),,,,,-73.804695,0,0,0,0,0,0,0,0,,157 STREET                      ,4:40,3750467,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,
